Proteome_ID	Tax_ID	Species_Name
UP000001396	670386	Heterostelium pallidum (strain ATCC 26659 / Pp 5 / PN500) (Cellular slime mold) (Polysphondylium pallidum)
UP000198972	670482	Fontibacillus panacisegetis
UP000194127	670580	Postia placenta MAD-698-R-SB12
UP000203800	671126	Pelargonium vein banding virus
UP000005242	671144	Wallemia mellicola (strain ATCC MYA-4683 / CBS 633.66) (Wallemia sebi (CBS 633.66))
UP000451471	671145	Halomarina oriensis
UP000320363	671231	TM7 phylum sp. oral taxon 348
UP000226207	672377	Rotavirus A EC2184/ECU/G11P[6]
UP000543642	673271	Catenibacillus scindens
UP000234748	673318	Peribacillus deserti
UP000000633	673832	Enterococcus phage phiFL1A
UP000001264	673838	Enterococcus phage phiFL3B
UP000018769	673862	Candidatus Babela massiliensis
UP000002633	674081	Klebsiella phage KP34 (Bacteriophage KP34)
UP000011272	674953	Trichomonas vaginalis virus 1 (TVV1)
UP000201281	674954	Trichomonas vaginalis virus 2
UP000202099	674996	Cotton leaf curl Shahdadpur virus
UP000202495	675077	Plum bark necrosis stem pitting-associated virus
UP000016933	675120	Dothistroma septosporum (strain NZE10 / CBS 128990) (Red band needle blight fungus) (Mycosphaerella pini)
UP000003604	675812	Grimontia hollisae CIP 101886
UP000005604	675813	(new) Vibrio metschnikovii CIP 69.14
UP000003579	675817	Photobacterium damselae subsp. damselae CIP 102761
UP000282483	676208	Candidatus Rickettsiella viridis
UP000051802	676599	Stenotrophomonas panacihumi
UP000238415	676965	Moorella humiferrea
UP000005017	679192	Bulleidia extructa W1219
UP000004816	679197	Segniliparus rugosus (strain ATCC BAA-974 / DSM 45345 / CCUG 50838 / CIP 108380 / JCM 13579 / CDC 945)
UP000015993	679199	Alloprevotella rava F0323
UP000003011	679200	Johnsonella ignava ATCC 51276
UP000202930	679536	(new) Cotton leaf curl Gezira alphasatellite
UP000006622	679901	Methanosalsum zhilinae (strain DSM 4017 / NBRC 107636 / OCM 62 / WeN5) (Methanohalophilus zhilinae)
UP000005439	679936	Sulfobacillus acidophilus (strain ATCC 700253 / DSM 10332 / NAL)
UP000018439	679937	Bacteroides coprosuis DSM 18011
UP000528322	682562	Desulfurispira natronophila
UP000569914	682979	Microlunatus parietis
UP000515934	683042	Leucobacter denitrificans
UP000184232	683124	Flavobacterium haoranii
UP000198785	683125	Sphingobacterium wenxiniae
UP000011189	683150	Arthrobacter nitrophenolicus
UP000198937	683228	Micromonospora yangpuensis
UP000198683	683260	Nonomuraea maritima
UP000077018	683316	Frankia sp. EI5c
UP000214603	683354	Candidimonas nitroreducens
UP000017200	683840	Microbotryum lychnidis-dioicae (strain p1A1 Lamole / MvSl-1064) (Anther smut fungus)
UP000094112	683960	Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala)
UP000007241	684364	Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus)
UP000639338	684658	Aphidius gifuensis
UP000660729	685502	Pseudocercospora fuligena
UP000027222	685588	Galerina marginata (strain CBS 339.88)
UP000520814	685828	Armatimonas rosea
UP000203125	685899	Papaya lethal yellowing virus
UP000032254	686309	Micromonospora haikouensis
UP000005090	686340	Methylomicrobium album BG8
UP000551501	686429	Gordonia humi
UP000002628	686439	Clavibacter phage CMP1
UP000140696	686561	(new) Influenza A virus (A/northern shoveler/California/JN1447/2007(H7N2))
UP000070688	686597	Martelella sp. AD-3
UP000216004	686666	Bombiscardovia coagulans
UP000008689	686945	Lolium latent virus (isolate Lolium/USA/US1/-) (LoLV)
UP000000398	686946	Botrytis virus F (isolate Botrytis cinerea/New Zealand/Howitt/2001) (BotV-F)
UP000006703	686949	Blackberry virus Y (isolate Blackberry plant/USA:Arkansas/C3ARK/2005) (BVY)
UP000001101	686950	Citrus leprosis virus C (isolate Citrus sinesis/Brazil/Cordeiropolis/2003) (CiLV-C)
UP000006933	686981	Citrus leaf blotch virus (isolate Nagami kumquat/France/SRA-153/1984) (CLBV)
UP000000395	686987	Sclerotinia sclerotiorum debilitation-associated virus (isolate Sclerotinia/China/Xie/-) (SsDRV)
UP000203082	687341	Torque teno virus 2
UP000007553	687343	Torque teno virus (isolate Chimpanzee/Japan/Pt-TTV6/2000) (TTV)
UP000008258	687345	Torque teno virus (isolate Human/Germany/KAV/2001) (TTV)
UP000243440	687348	Torque teno virus 9
UP000171073	687349	(new) Torque teno virus 10
UP000232560	687350	Torque teno virus 11
UP000232671	687352	Torque teno virus 13
UP000232628	687363	(new) Torque teno virus 24
UP000008261	687364	Torque teno virus (isolate Japanese macaque/Japan/Mf-TTV9/2000) (TTV)
UP000170849	687365	Torque teno virus 26
UP000152857	687372	Torque teno mini virus 4
UP000114391	687373	Torque teno mini virus 5
UP000133488	687374	Torque teno mini virus 6
UP000114767	687377	(new) Torque teno mini virus 9
UP000118000	687379	(new) Torque teno midi virus 1
UP000132986	687384	(new) Torque teno felis virus
UP000106432	687386	Torque teno sus virus 1a
UP000243911	687917	Fusarium graminearum dsRNA mycovirus-3
UP000002772	688246	Hallella multisaccharivorax DSM 17128
UP000006804	688269	Pseudothermotoga thermarum DSM 5069
UP000579904	689266	Oreotrochilus melanogaster
UP001154114	689277	(new) Chrysodeixis includens (Soybean looper) (Pseudoplusia includens)
UP000140113	689403	Primate bocaparvovirus 1 (strain Human bocavirus 1 type 1) (HBoV1) (Human bocavirus type 1)
UP000268385	689414	(new) Vibrio phage pre-CTX
UP000599074	689768	Planosporangium mesophilum
UP000600449	690164	Salinarimonas ramus
UP000029917	690417	Paracoccus sphaerophysae
UP000045545	690567	Syntrophomonas zehnderi OL-4
UP000030693	691883	Fonticula alba (Slime mold)
UP000001504	691963	Rhodococcus phage ReqiPine5
UP000001057	691964	Rhodococcus phage ReqiPoco6
UP000002347	691965	Rhodococcus phage ReqiPepy6
UP000464378	692036	Tuwongella immobilis
UP000016931	692275	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)
UP000580654	693023	Roseomonas pecuniae
UP000092876	693153	Vibrio atlanticus
UP000001906	693582	Pseudomonas phage phi-2
UP000000512	693628	Sulfolobus spindle-shaped virus 7
UP000202717	693893	Sweet potato leaf curl Bengal virus - [India:West Bengal:2008]
UP000203028	693895	Tomato leaf curl Cameroon virus - [Cameroon:Buea:Okra:2008]
UP000008630	693979	Bacteroides helcogenes (strain ATCC 35417 / DSM 20613 / JCM 6297 / CCUG 15421 / P 36-108)
UP000149957	694005	(new) Murine coronavirus
UP000006574	694007	Bat coronavirus HKU4 (BtCoV) (BtCoV/HKU4/2004)
UP000007451	694008	Bat coronavirus HKU5 (BtCoV) (BtCoV/HKU5/2004)
UP000000354	694009	Severe acute respiratory syndrome coronavirus (SARS-CoV)
UP000125413	694015	Beluga whale coronavirus (strain SW1) (BwCoV)
UP000001398	694067	Human metapneumovirus (strain CAN97-83) (HMPV)
UP000053630	694068	Fomitiporia mediterranea (strain MF3/22) (Grapevine white-rot fungus)
UP000266234	694270	Fusarium longipes
UP000004662	694327	Solidesulfovibrio carbinoliphilus subsp. oakridgensis
UP000001037	694429	Pyrolobus fumarii (strain DSM 11204 / 1A)
UP000029780	694581	Marseillevirus marseillevirus (GBM)
UP000030745	695850	Saprolegnia parasitica (strain CBS 223.65)
UP000009234	696281	Desulforamulus ruminis (strain ATCC 23193 / DSM 2154 / NCIMB 8452 / DL) (Desulfotomaculum ruminis)
UP000256485	696763	Thermasporomyces composti
UP000007541	696863	Spring viremia of carp virus (Rhabdovirus carpia)
UP000008457	697281	Mahella australiensis (strain DSM 15567 / CIP 107919 / 50-1 BON)
UP000004664	697282	Methylobacter tundripaludum (strain ATCC BAA-1195 / DSM 17260 / SV96)
UP000029431	697284	Paenibacillus larvae subsp. larvae DSM 25430
UP000001891	698486	Escherichia phage K1G
UP000001893	698488	Escherichia phage K1ind1
UP000099870	698672	Moussa virus
UP000006294	698758	Amphibacillus xylanus (strain ATCC 51415 / DSM 6626 / JCM 7361 / LMG 17667 / NBRC 15112 / Ep01)
UP000008234	699246	Mageeibacillus indolicus (strain UPII9-5) (Clostridiales genomosp. BVAB3 (strain UPII9-5))
UP000236740	699433	Halobellus limi
UP000270299	699879	Mycetocola manganoxydans
UP000006851	700015	Coriobacterium glomerans (strain ATCC 49209 / DSM 20642 / JCM 10262 / PW2)
UP000006144	700512	Vibrio phage SIO-2
UP000016936	701091	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)
UP000006872	701347	Enterobacter lignolyticus (strain SCF1)
UP000005444	701521	Pediococcus claussenii (strain ATCC BAA-344 / DSM 14800 / JCM 18046 / KCTC 3811 / P06)
UP000434172	702518	Colletotrichum asianum
UP000279685	702718	Chimpanzee stool associated circular ssDNA virus
UP000242287	703135	Amanita thiersii Skay4041
UP000799302	703497	(new) Microthyrium microscopicum
UP000799640	703511	(new) Trichodelitschia bisporula
UP000295578	705336	Actinomadura darangshiensis
UP000295260	706186	Flavobacterium dankookense
UP000001702	706191	Pantoea ananatis (strain LMG 20103)
UP000122610	706525	Phocoena phocoena papillomavirus 1
UP000102623	706526	Phocoena phocoena papillomavirus 2
UP000138843	706530	Lagenorhynchus acutus papillomavirus
UP000030980	706570	Pseudomonas flexibilis
UP000188993	708126	Jeotgalibaca dankookensis
UP000243847	708131	Aurantimicrobium minutum
UP000008721	709032	Sulfuricurvum kujiense (strain ATCC BAA-921 / DSM 16994 / JCM 11577 / YK-1)
UP000031572	709839	Noviherbaspirillum autotrophicum
UP000008635	709986	Deinococcus maricopensis (strain DSM 21211 / LMG 22137 / NRRL B-23946 / LB-34)
UP000202879	710112	Haloarcula hispanica pleomorphic virus 1
UP000006057	710421	Mycolicibacterium chubuense (strain NBB4) (Mycobacterium chubuense)
UP000005442	710685	Mycolicibacterium rhodesiae (strain NBB3) (Mycobacterium rhodesiae)
UP000008914	710696	Intrasporangium calvum (strain ATCC 23552 / DSM 43043 / JCM 3097 / NBRC 12989 / 7 KIP)
UP000077074	710705	Streptomyces sp. FXJ1.172
UP000001547	711470	Mycobacterium phage RedRock
UP000319437	713049	TM7 phylum sp. oral taxon 346
UP000320292	713051	TM7 phylum sp. oral taxon 349
UP000320921	713052	TM7 phylum sp. oral taxon 350
UP000319745	713053	TM7 phylum sp. oral taxon 351
UP000186795	714067	Kroppenstedtia eburnea
UP000568380	714136	Nonomuraea endophytica
UP000813462	714518	Ziziphus jujuba var. spinosa
UP000575898	714531	Chitinivorax tropicus
UP000202220	714640	(new) Papaya leaf curl betasatellite
UP000219465	714899	Hoeflea halophila
UP000002774	714943	Mucilaginibacter paludis DSM 18603
UP000245126	716789	Azospirillum sp. TSO22-1
UP000239007	716813	Psychrosphaera saromensis
UP000005387	717606	Paenibacillus curdlanolyticus YK9
UP000009232	717773	Thiomicrospira cyclica (strain DSM 14477 / JCM 11371 / ALM1) (Thioalkalimicrobium cyclicum)
UP000000494	717785	Hyphomicrobium sp. (strain MC1)
UP000054317	717944	Trametes versicolor (strain FP-101664) (White-rot fungus) (Coriolus versicolor)
UP000005435	720554	Acetivibrio clariflavus (strain DSM 19732 / NBRC 101661 / EBR45) (Clostridium clariflavum)
UP000274033	720633	Lysinibacillus composti
UP000571084	728004	Glaciimonas immobilis
UP000588068	732238	Povalibacter uvarum
UP000004344	741277	Fischerella thermalis JSC-11
UP000619260	741659	Virgisporangium aliadipatigenens
UP000053558	741705	Coniophora puteana (strain RWD-64-598) (Brown rot fungus)
UP000207683	741942	Lactococcus phage 1358
UP001056025	741995	Chlamys acute necrobiotic virus
UP000006008	742725	Alistipes indistinctus YIT 12060
UP000005384	742737	Hungatella hathewayi WAL-18680
UP000002970	742740	[Clostridium] symbiosum WAL-14163
UP000004913	742766	Dysgonomonas gadei ATCC BAA-286
UP000006069	742818	Slackia piriformis YIT 12062
UP000005835	742823	Sutterella wadsworthensis 2_1_59BFAA
UP000143817	742915	(new) Cyclovirus PK5006
UP000422989	743009	Microbacterium oryzae
UP000201472	743026	(new) Okra yellow crinkle Cameroon alphasatellite [CM:Lys1sp2:09]
UP000208105	743035	Ageratum leaf curl Cameroon alphasatellite
UP000009236	743718	Isoptericola variabilis (strain 225)
UP000000686	743720	Pseudomonas fulva (strain 12-X)
UP000008632	743721	Pseudoxanthomonas suwonensis (strain 11-1)
UP000127867	743811	human papillomavirus 150
UP000031129	743971	Mesomycoplasma flocculare ATCC 27399
UP000247811	744406	Sphaerotilus hippei
UP000000503	744872	Gracilinema caldarium (strain ATCC 51460 / DSM 7334 / H1) (Treponema caldarium)
UP000003904	744979	Ahrensia sp. R2A130
UP000005735	744980	Roseibium sp. TrichSKD4
UP000006097	744985	alpha proteobacterium HIMB59
UP000011816	745310	Sphingomonas sp. MM-1
UP000198668	745365	Pisciglobus halotolerans
UP000190286	745368	Gemmiger formicilis
UP000006755	745411	Gallaecimonas xiamenensis 3-C-1
UP000053257	745531	Phlebiopsis gigantea (strain 11061_1 CR5-6) (White-rot fungus) (Peniophora gigantea)
UP000193200	745714	Oceanibacterium hippocampi
UP000198778	745820	Alkalicoccus daliensis
UP000097513	746832	(new) Human papillomavirus 127
UP000295678	747076	Tepidamorphus gemmatus
UP000018888	747089	Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194) (Arbuscular mycorrhizal fungus) (Glomus intraradices)
UP000011765	747365	Thermodesulfobium narugense DSM 14796
UP000309454	747645	Parvibacter caecicola
UP000001072	747676	Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7) (Poplar leaf rust fungus)
UP000256774	748120	Paraperlucidibaca baekdonensis
UP000001274	748280	Pseudogulbenkiania sp. (strain NH8B)
UP000321577	748831	Brevifollis gellanilyticus
UP000524237	748908	Alpinimonas psychrophila
UP000000377	749414	Streptomyces bingchenggensis (strain BCW-1)
UP000000328	749927	Amycolatopsis mediterranei (strain U-32)
UP000004524	752555	Prevotella bryantii B14
UP000007941	753085	Synechococcus phage S-CBS3
UP000008240	754004	Sulfolobus turreted icosahedral virus 2
UP000203521	754037	Synechococcus phage S-CAM1
UP000014318	754038	Synechococcus phage S-CAM8
UP000204294	754039	Synechococcus phage S-IOM18
UP000202401	754041	Synechococcus phage S-RIP1
UP000201252	754042	Synechococcus phage S-SKS1
UP000201389	754044	Loktanella phage pCB2051-A
UP000201358	754051	Vibrio phage pYD38-A
UP000201367	754053	Paenibacillus phage PG1
UP000202248	754056	Rhodovulum phage RS1
UP000297931	754057	Vibrio phage VD1
UP000201148	754058	Vibrio phage PWH3a-P1
UP000297198	754059	Synechococcus phage S-CBP4
UP000202528	754066	Halorubrum virus CGphi46
UP000201638	754067	Salicola phage CGphi29
UP000203474	754069	Dunaliella viridis virus SI2
UP000204411	754070	Tetraselmis viridis virus S20
UP000204252	754074	Vibrio phage VBM1
UP000232695	754423	Tenacibaculum sp. SZ-18
UP000196054	754429	Gilvibacter sp. SZ-19
UP000239366	754435	Aureicoccus marinus
UP000663392	754514	Mycoplasma sp. Mirounga ES2805-ORL
UP000502118	754516	Mycoplasma miroungirhinis
UP000002375	755164	Lactobacillus phage LBR48
UP000070442	755172	Peptoniphilus coxii
UP000201846	755272	Micromonas pusilla virus 12T
UP000236584	755307	Salinigranum rubrum
UP000007463	755732	Fluviicola taffensis (strain DSM 16823 / NCIMB 13979 / RW262)
UP000301260	756278	Synechococcus phage S-RIM8
UP000243448	756280	Cellulophaga phage phiSM
UP000203074	756282	Cellulophaga phage phiST
UP000202230	756285	Tetraselmis viridis virus S1
UP000219565	756689	Nocardia amikacinitolerans
UP000008784	756982	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) (Nematode-trapping fungus) (Didymozoophaga oligospora)
UP000000329	757424	Herbaspirillum seropedicae (strain SmR1)
UP000501211	758677	Raspberry vein chlorosis virus
UP000192333	758820	Aquiflexum balticum DSM 16537
UP000269274	758865	Rhizophagus sp. RF1 medium virus
UP000008066	759272	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) (Thermochaetoides thermophila)
UP000242325	759389	Verticillium dahliae chrysovirus 1
UP000214588	759412	Natranaerobius trueperi
UP000144694	759701	Bettongia penicillata papillomavirus 1
UP000157603	759753	Elephant endotheliotropic herpesvirus 1A
UP000260680	759821	Clostridium indicum
UP000106725	759938	Barbel circovirus
UP000007939	760011	Parasphaerochaeta coccoides (strain ATCC BAA-1237 / DSM 17374 / SPN1) (Sphaerochaeta coccoides)
UP000008139	760142	Hippea maritima (strain ATCC 700847 / DSM 10411 / MH2)
UP000008461	760192	Haliscomenobacter hydrossis (strain ATCC 27775 / DSM 1100 / LMG 10767 / O)
UP000008731	760939	Acinetobacter phage Acj9
UP000000493	761193	Runella slithyformis (strain ATCC 29530 / DSM 19594 / LMG 11500 / NCIMB 11436 / LSU 4)
UP000203775	761701	Soybean mild mottle virus
UP000029004	762211	Bifidobacterium stellenboschense
UP000095256	762845	Enterococcus rivorum
UP000000310	762903	Pseudopedobacter saltans (strain ATCC 51119 / DSM 12145 / JCM 21818 / CCUG 39354 / LMG 10337 / NBRC 100064 / NCIMB 13643) (Pedobacter saltans)
UP000004956	762967	Sutterella parvirubra YIT 11816
UP000018458	762983	Succinatimonas hippei (strain DSM 22608 / JCM 16073 / KCTC 15190 / YIT 12066)
UP000077315	763407	Phycomyces blakesleeanus (strain ATCC 8743b / DSM 1359 / FGSC 10004 / NBRC 33097 / NRRL 1555)
UP000129308	763552	Mus musculus papillomavirus type 1
UP000588112	763782	Sphaerisporangium krabiense
UP000254082	764290	Streptococcus downei MFe28
UP000005388	764291	Streptococcus urinalis 2285-97
UP000003330	764299	Streptococcus ictaluri 707-05
UP000005445	764595	Bacillus phage W.Ph.
UP000146944	764599	Coastal Plains virus
UP000054018	765257	Pisolithus microcarpus 441
UP000054010	765420	Oscillochloris trichoides DG-6
UP000836011	765719	Pedinophyceae sp. YPF-701
UP000077535	765867	Pyrenochaeta sp. DS3sAY3a
UP000077206	765868	Stagonospora sp. SRC1lsM3a
UP000193411	765915	Catenaria anguillulae PL171
UP000000680	766180	White bream virus (isolate Blicca bjoerkna L./Germany/DF24/00) (WBV)
UP000006636	766185	Torque teno tupaia virus (isolate Tbc-TTV14)
UP000008780	766186	Torque teno tamarin virus (isolate So-TTV2)
UP000007080	766187	Torque teno douroucouli virus (isolate At-TTV3)
UP000008781	766188	Torque teno felis virus (isolate Fc-TTV4)
UP000001295	766189	Torque teno canis virus (isolate Cf-TTV10)
UP000007079	766190	Torque teno sus virus 1 (isolate Sd-TTV31)
UP000006921	766191	Cryptosporidium parvum virus 1 (strain KSU-1)
UP000000278	766194	Dugbe virus (isolate ArD44313) (DUGV)
UP000092321	766949	Hanseniaspora valbyensis NRRL Y-1626
UP000054837	767452	Serinicoccus chungangensis
UP000095023	767744	Tortispora caseinolytica NRRL Y-17796
UP000184499	767769	Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946)
UP000013520	767817	Desulfoscipio gibsoniae DSM 7213
UP000007039	768670	Calditerrivibrio nitroreducens (strain DSM 19672 / NBRC 101217 / Yu37-1)
UP000005459	768671	Thiocapsa marina 5811
UP000005104	768710	Desulfosporosinus youngiae DSM 17734
UP000152474	768738	Elephant endotheliotropic herpesvirus 5
UP000001881	771870	Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)
